drug_1,drug_2,similarity,distance
Drug_100003056,Drug_154256,0.7057528261998233,0.29424717380017673
Drug_100003056,Drug_15951529,0.7143869965695854,0.2856130034304146
Drug_100003056,Drug_20469,0.7724947351064166,0.22750526489358336
Drug_100003056,Drug_216416,0.779797128040285,0.220202871959715
Drug_100003056,Drug_21800,0.8235098226517504,0.17649017734824957
Drug_100003056,Drug_221493,0.6108274323758782,0.3891725676241218
Drug_100003056,Drug_225609,0.7223928877411205,0.27760711225887946
Drug_100003056,Drug_2375,0.8245098435645065,0.17549015643549348
Drug_100003056,Drug_2763,0.7419695213027057,0.25803047869729434
Drug_100003056,Drug_28417,0.8095000512075696,0.19049994879243037
Drug_100003056,Drug_2950,0.8203106735536746,0.1796893264463254
Drug_100003056,Drug_31307,0.7451035964962434,0.25489640350375664
Drug_100003056,Drug_31378,0.7109254149916854,0.2890745850083146
Drug_100003056,Drug_32798,0.8353495284836946,0.1646504715163054
Drug_100003056,Drug_3397,0.7248892834541671,0.27511071654583286
Drug_100003056,Drug_4042,0.7589804476140152,0.24101955238598483
Drug_100003056,Drug_443872,0.7720310461876763,0.22796895381232374
Drug_100003056,Drug_443943,0.7932467063440378,0.20675329365596218
Drug_100003056,Drug_444008,0.793316125683421,0.20668387431657897
Drug_100003056,Drug_444036,0.797116905887521,0.20288309411247896
Drug_100003056,Drug_444795,0.7270717838988678,0.27292821610113216
Drug_100003056,Drug_449171,0.8093224982210869,0.19067750177891307
Drug_100003056,Drug_4493,0.7285458829766941,0.2714541170233059
Drug_100003056,Drug_4829,0.7551018930881299,0.24489810691187008
Drug_100003056,Drug_51601240,0.7996652848865516,0.20033471511344836
Drug_100003056,Drug_5280453,0.7904389964872371,0.20956100351276286
Drug_100003056,Drug_5281004,0.7787361674294898,0.2212638325705102
Drug_100003056,Drug_5281034,0.8392011248532036,0.16079887514679636
Drug_100003056,Drug_5311067,0.8226216132732004,0.17737838672679962
Drug_100003056,Drug_5311101,0.734303276795662,0.265696723204338
Drug_100003056,Drug_5381,0.7613380377138365,0.23866196228616354
Drug_100003056,Drug_55245,0.6844604610096686,0.3155395389903314
Drug_100003056,Drug_5591,0.6648557594308158,0.33514424056918424
Drug_100003056,Drug_5743,0.7466773040442595,0.25332269595574053
Drug_100003056,Drug_5755,0.8046384226348108,0.19536157736518922
Drug_100003056,Drug_5757,0.6389500563344481,0.3610499436655519
Drug_100003056,Drug_5832,0.7983453844879569,0.2016546155120431
Drug_100003056,Drug_5833,0.8140078884783454,0.18599211152165462
Drug_100003056,Drug_5865,0.7810555356199009,0.21894446438009907
Drug_100003056,Drug_5870,0.6288699684297894,0.37113003157021063
Drug_100003056,Drug_5920,0.7715992773703151,0.22840072262968492
Drug_100003056,Drug_5994,0.6483330876661334,0.3516669123338666
Drug_100003056,Drug_5995,0.7816519316511366,0.21834806834886344
Drug_100003056,Drug_6010,0.7958106435422347,0.20418935645776526
Drug_100003056,Drug_6013,0.6473102923152644,0.3526897076847356
Drug_100003056,Drug_60164,0.7438711498560229,0.2561288501439771
Drug_100003056,Drug_6215,0.8257106857280794,0.17428931427192063
Drug_100003056,Drug_6230,0.826891039541648,0.173108960458352
Drug_100003056,Drug_6238,0.6657264192667312,0.33427358073326885
Drug_100003056,Drug_6279,0.7877128817785078,0.21228711822149215
Drug_100003056,Drug_6436,0.7967435170098778,0.20325648299012222
Drug_100003056,Drug_6436173,0.752023374849374,0.24797662515062602
Drug_100003056,Drug_6446,0.7745033907030349,0.22549660929696513
Drug_100003056,Drug_6741,0.7637595599972045,0.23624044000279554
Drug_100003056,Drug_6918155,0.7158638715676575,0.2841361284323425
Drug_100003056,Drug_71414,0.7978220599498839,0.20217794005011613
Drug_100003056,Drug_82146,0.7978378727084657,0.20216212729153427
Drug_100003056,Drug_82153,0.7747427358701343,0.2252572641298657
Drug_100003056,Drug_9642,0.8074258277857018,0.19257417221429818
Drug_100003056,Drug_9782,0.7437418721879249,0.25625812781207513
Drug_100003056,Drug_9854489,0.7240939959166955,0.27590600408330446
Drug_100003056,Drug_9878,0.8350346070473154,0.16496539295268464
Drug_100003056,Drug_9904,0.8047746358521566,0.19522536414784342
Drug_100003059,Drug_100005508,0.6265003021373282,0.3734996978626718
Drug_100003059,Drug_100084003,0.6613870641313478,0.33861293586865215
Drug_100003059,Drug_11001318,0.704716229062843,0.29528377093715696
Drug_100003059,Drug_111001318,0.7444350818127594,0.2555649181872406
Drug_100003059,Drug_3059,0.8052230114216838,0.19477698857831616
Drug_100003059,Drug_3308,0.6370557120842081,0.3629442879157919
Drug_100003059,Drug_5508,0.6543004650423897,0.3456995349576103
Drug_100003059,Drug_5819,0.6210211100351206,0.3789788899648794
Drug_100003062,Drug_2724385,0.8886211535072516,0.11137884649274843
Drug_100003062,Drug_5381226,0.6157349948522549,0.3842650051477451
Drug_100003066,Drug_100003151,0.7241962416452129,0.2758037583547871
Drug_100003066,Drug_100003155,0.6651135718655918,0.33488642813440817
Drug_100003066,Drug_100003157,0.7654325169820639,0.23456748301793606
Drug_100003066,Drug_100003158,0.7153510436242041,0.2846489563757959
Drug_100003066,Drug_100003168,0.7369851870299107,0.26301481297008933
Drug_100003066,Drug_100003250,0.7435655734632476,0.2564344265367524
Drug_100003066,Drug_100003251,0.7296471289572989,0.2703528710427011
Drug_100003066,Drug_100003325,0.690773978028898,0.30922602197110205
Drug_100003066,Drug_100003340,0.7473566433939965,0.25264335660600346
Drug_100003066,Drug_100003345,0.7775317670353797,0.22246823296462026
Drug_100003066,Drug_100003372,0.7209991080832119,0.2790008919167881
Drug_100003066,Drug_100003386,0.6609144403435658,0.33908555965643417
Drug_100003066,Drug_100003410,0.7182654139018002,0.2817345860981998
Drug_100003066,Drug_100003519,0.7562544468914153,0.2437455531085847
Drug_100003066,Drug_100003696,0.6809422798529084,0.31905772014709155
Drug_100003066,Drug_100003749,0.7301787600103331,0.2698212399896669
Drug_100003066,Drug_100003779,0.7545129736084826,0.24548702639151743
Drug_100003066,Drug_100003827,0.7002113290198566,0.2997886709801434
Drug_100003066,Drug_100003869,0.7777412286045232,0.22225877139547678
Drug_100003066,Drug_100003911,0.7847660328264041,0.21523396717359589
Drug_100003066,Drug_100003915,0.7317096303591722,0.26829036964082775
Drug_100003066,Drug_100003916,0.7303602031762574,0.2696397968237426
Drug_100003066,Drug_100003918,0.6795928111800664,0.3204071888199336
Drug_100003066,Drug_100003938,0.770825249277506,0.22917475072249405
Drug_100003066,Drug_100003954,0.7533841620358827,0.24661583796411735
Drug_100003066,Drug_100003961,0.6315098390989362,0.3684901609010638
Drug_100003066,Drug_100003964,0.705671768176936,0.294328231823064
Drug_100003066,Drug_100004011,0.7387384500597288,0.2612615499402712
Drug_100003066,Drug_100004095,0.6295174943818467,0.3704825056181533
Drug_100003066,Drug_100004140,0.7264733237856092,0.27352667621439075
Drug_100003066,Drug_100004163,0.692211012982361,0.307788987017639
Drug_100003066,Drug_100004168,0.6700056920028578,0.32999430799714224
Drug_100003066,Drug_100004171,0.7380020701481443,0.26199792985185566
Drug_100003066,Drug_100004184,0.6473196483610772,0.35268035163892275
Drug_100003066,Drug_100004205,0.7178183067574385,0.2821816932425615
Drug_100003066,Drug_100004253,0.7785841795775835,0.22141582042241648
Drug_100003066,Drug_100004422,0.6910924997040416,0.30890750029595837
Drug_100003066,Drug_100004425,0.7098854656783837,0.29011453432161627
Drug_100003066,Drug_100004428,0.7691661913293535,0.2308338086706465
Drug_100003066,Drug_100004436,0.7772041546815968,0.22279584531840324
Drug_100003066,Drug_100004449,0.7549398061857052,0.24506019381429478
Drug_100003066,Drug_100004543,0.6592203090383737,0.3407796909616263
Drug_100003066,Drug_100004585,0.6832568205440862,0.3167431794559138
Drug_100003066,Drug_100004631,0.7415688211583408,0.2584311788416592
Drug_100003066,Drug_100004635,0.7016745106064204,0.2983254893935796
Drug_100003066,Drug_100004639,0.7314988258641426,0.2685011741358574
Drug_100003066,Drug_100004736,0.706354572965888,0.293645427034112
Drug_100003066,Drug_100004745,0.6933614847492159,0.3066385152507841
Drug_100003066,Drug_100004748,0.6994646474157931,0.30053535258420694
Drug_100003066,Drug_100004768,0.7263954303095975,0.2736045696904025
Drug_100003066,Drug_100004828,0.7501171441615874,0.24988285583841263
Drug_100003066,Drug_100004885,0.7517867722981312,0.24821322770186882
Drug_100003066,Drug_100004893,0.6193588649717531,0.3806411350282469
Drug_100003066,Drug_100004917,0.6921915818741879,0.30780841812581206
Drug_100003066,Drug_100004927,0.7195125060612472,0.28048749393875283
Drug_100003066,Drug_100004976,0.7132639022650494,0.28673609773495057
Drug_100003066,Drug_100005002,0.6744548708548646,0.32554512914513545
Drug_100003066,Drug_100005039,0.6523005658947436,0.3476994341052564
Drug_100003066,Drug_100005073,0.7154668999005194,0.28453310009948063
Drug_100003066,Drug_100005078,0.7507341955176412,0.2492658044823588
Drug_100003066,Drug_100005095,0.751708180201696,0.24829181979830395
Drug_100003066,Drug_100005152,0.7639051617407199,0.23609483825928013
Drug_100003066,Drug_100005358,0.7876392910757589,0.21236070892424108
Drug_100003066,Drug_100005401,0.7890147782648924,0.2109852217351076
Drug_100003066,Drug_100005452,0.6652371146490583,0.3347628853509417
Drug_100003066,Drug_100005454,0.7061766690108522,0.2938233309891478
Drug_100003066,Drug_100005487,0.6623296791988426,0.33767032080115744
Drug_100003066,Drug_100005524,0.6854233242743775,0.31457667572562253
Drug_100003066,Drug_100005533,0.7374292247243865,0.26257077527561345
Drug_100003066,Drug_100005650,0.7400669282823904,0.2599330717176096
Drug_100003066,Drug_100005656,0.683664748911347,0.316335251088653
Drug_100003066,Drug_100005771,0.714395135924629,0.285604864075371
Drug_100003066,Drug_100005775,0.7792334379986259,0.22076656200137412
Drug_100003066,Drug_100008230,0.7743926730504203,0.22560732694957975
Drug_100003066,Drug_100010100,0.7535000010205766,0.24649999897942343
Drug_100003066,Drug_100012453,0.7037862422913033,0.29621375770869673
Drug_100003066,Drug_100016362,0.6556818990953134,0.3443181009046866
Drug_100003066,Drug_100023897,0.7745143596910014,0.22548564030899865
Drug_100003066,Drug_100027400,0.7437602363349286,0.2562397636650714
Drug_100003066,Drug_100027991,0.7709483807401509,0.22905161925984907
Drug_100003066,Drug_100032281,0.701138218016324,0.29886178198367597
Drug_100003066,Drug_100032800,0.7734036495585893,0.2265963504414107
Drug_100003066,Drug_100036523,0.7367646201171154,0.2632353798828846
Drug_100003066,Drug_100039860,0.7214374563777084,0.2785625436222916
Drug_100003066,Drug_100041693,0.664295000067386,0.33570499993261405
Drug_100003066,Drug_100042955,0.7570759916490418,0.24292400835095818
Drug_100003066,Drug_100051263,0.7095009869952472,0.2904990130047528
Drug_100003066,Drug_100054313,0.654037958491942,0.345962041508058
Drug_100003066,Drug_100054373,0.7261090103889849,0.2738909896110151
Drug_100003066,Drug_100057537,0.7391587932776942,0.2608412067223058
Drug_100003066,Drug_100059768,0.6686112020226878,0.33138879797731224
Drug_100003066,Drug_100060146,0.7423339729337505,0.2576660270662495
Drug_100003066,Drug_100060612,0.7610928054490943,0.2389071945509057
Drug_100003066,Drug_100060795,0.6156300448113544,0.3843699551886456
Drug_100003066,Drug_100060853,0.6898962141400956,0.3101037858599044
Drug_100003066,Drug_100060878,0.7467471514127026,0.25325284858729735
Drug_100003066,Drug_100065014,0.7529728196666963,0.24702718033330373
Drug_100003066,Drug_100065999,0.6773326151070505,0.32266738489294955
Drug_100003066,Drug_100068613,0.7417131286470174,0.25828687135298256
Drug_100003066,Drug_100071348,0.7833925609984477,0.21660743900155233
Drug_100003066,Drug_100071360,0.7459234566856521,0.2540765433143479
Drug_100003066,Drug_100077992,0.6135654511822033,0.3864345488177967
Drug_100003066,Drug_100077993,0.6508418886875613,0.3491581113124387
Drug_100003066,Drug_100104849,0.7255326580151975,0.2744673419848025
Drug_100003066,Drug_100104865,0.7498835816088849,0.2501164183911151
Drug_100003066,Drug_100115237,0.740337559046511,0.259662440953489
Drug_100003066,Drug_100123597,0.764441354173151,0.23555864582684904
Drug_100003066,Drug_100125017,0.719426866146509,0.28057313385349103
Drug_100003066,Drug_100151171,0.7684116556744411,0.23158834432555886
Drug_100003066,Drug_100156326,0.689268352403854,0.310731647596146
Drug_100003066,Drug_100158781,0.7039423668623112,0.29605763313768885
Drug_100003066,Drug_100213046,0.6633351396132333,0.3366648603867667
Drug_100003066,Drug_100216237,0.7205048666058763,0.2794951333941237
Drug_100003066,Drug_100483407,0.6863947229677665,0.3136052770322335
Drug_100003066,Drug_100656628,0.6393420572459898,0.3606579427540102
Drug_100003066,Drug_104849,0.6651147378566786,0.33488526214332137
Drug_100003066,Drug_104865,0.7902173446476849,0.2097826553523151
Drug_100003066,Drug_10531,0.8104170772962888,0.18958292270371124
Drug_100003066,Drug_106433091,0.6386470457422115,0.36135295425778846
Drug_100003066,Drug_106433117,0.7433416394814043,0.2566583605185957
Drug_100003066,Drug_106918313,0.7122659948116681,0.2877340051883319
Drug_100003066,Drug_10836,0.7485666304166387,0.25143336958336127
Drug_100003066,Drug_109800339,0.6913964150972562,0.30860358490274375
Drug_100003066,Drug_109825285,0.741432829215794,0.258567170784206
Drug_100003066,Drug_110465263,0.714169354115496,0.285830645884504
Drug_100003066,Drug_115237,0.6949671302700325,0.30503286972996746
Drug_100003066,Drug_116129617,0.6281990414478058,0.3718009585521942
Drug_100003066,Drug_116131215,0.6795374564452514,0.32046254355474857
Drug_100003066,Drug_116132265,0.627627206297126,0.372372793702874
Drug_100003066,Drug_116136245,0.6896801556238199,0.3103198443761801
Drug_100003066,Drug_11658859,0.7651043456885751,0.2348956543114249
Drug_100003066,Drug_119569,0.759480462968249,0.240519537031751
Drug_100003066,Drug_123668479,0.7130901813288651,0.28690981867113485
Drug_100003066,Drug_124965990,0.7591146178960311,0.24088538210396893
Drug_100003066,Drug_125017,0.7271936358304719,0.2728063641695281
Drug_100003066,Drug_125074886,0.7126442293743,0.28735577062569995
Drug_100003066,Drug_129211,0.7725651738825022,0.22743482611749777
Drug_100003066,Drug_151171,0.7409474233506,0.25905257664939996
Drug_100003066,Drug_158781,0.7144988553878938,0.2855011446121062
Drug_100003066,Drug_16133802,0.6325856054061643,0.36741439459383574
Drug_100003066,Drug_16136245,0.7139865610713022,0.2860134389286978
Drug_100003066,Drug_163091,0.7639595453752888,0.23604045462471124
Drug_100003066,Drug_16362,0.6400694429569797,0.35993055704302035
Drug_100003066,Drug_1978,0.7693446069563938,0.23065539304360616
Drug_100003066,Drug_2083,0.7560190696751335,0.24398093032486645
Drug_100003066,Drug_2092,0.7146122647610258,0.2853877352389742
Drug_100003066,Drug_213046,0.7014674976937233,0.2985325023062767
Drug_100003066,Drug_2141,0.61717114487762,0.38282885512237996
Drug_100003066,Drug_2159,0.7821274142634959,0.21787258573650414
Drug_100003066,Drug_2160,0.6287160914798469,0.37128390852015314
Drug_100003066,Drug_216237,0.7235226019957006,0.2764773980042994
Drug_100003066,Drug_2170,0.6730963584087836,0.32690364159121643
Drug_100003066,Drug_2215,0.7331498054505974,0.2668501945494026
Drug_100003066,Drug_2216,0.7537668062367222,0.2462331937632778
Drug_100003066,Drug_2239,0.734823913796601,0.26517608620339905
Drug_100003066,Drug_2249,0.7137623043624695,0.28623769563753054
Drug_100003066,Drug_2344,0.6681475873964214,0.33185241260357856
Drug_100003066,Drug_2352,0.6887226164760005,0.3112773835239995
Drug_100003066,Drug_2366,0.7036287522658654,0.2963712477341346
Drug_100003066,Drug_23668479,0.6326433786422938,0.3673566213577062
Drug_100003066,Drug_2369,0.7462853165568791,0.25371468344312087
Drug_100003066,Drug_23897,0.7314928791630666,0.2685071208369334
Drug_100003066,Drug_24066,0.6047642558552097,0.39523574414479035
Drug_100003066,Drug_2435,0.7316085152356835,0.2683914847643165
Drug_100003066,Drug_2476,0.7628692410398904,0.2371307589601096
Drug_100003066,Drug_2477,0.7213761359667824,0.2786238640332176
Drug_100003066,Drug_24965990,0.732742199818826,0.26725780018117395
Drug_100003066,Drug_2540,0.7170008399055873,0.2829991600944127
Drug_100003066,Drug_2541,0.7433978058174181,0.2566021941825819
Drug_100003066,Drug_2583,0.649566334909119,0.35043366509088103
Drug_100003066,Drug_2585,0.7425588823491167,0.2574411176508833
Drug_100003066,Drug_26986,0.6852648767768095,0.3147351232231905
Drug_100003066,Drug_2729,0.7325128800313964,0.26748711996860364
Drug_100003066,Drug_27400,0.7586737804932531,0.24132621950674693
Drug_100003066,Drug_2761,0.760000373914046,0.23999962608595404
Drug_100003066,Drug_2764,0.6708701503790584,0.3291298496209416
Drug_100003066,Drug_2771,0.6858540075149213,0.3141459924850787
Drug_100003066,Drug_2783,0.7648566401619588,0.23514335983804124
Drug_100003066,Drug_27991,0.7458610355633797,0.2541389644366203
Drug_100003066,Drug_2801,0.6194871135105515,0.3805128864894485
Drug_100003066,Drug_2803,0.6668679969839189,0.33313200301608115
Drug_100003066,Drug_2818,0.6262272503345216,0.37377274966547835
Drug_100003066,Drug_2828,0.7421772671583772,0.2578227328416228
Drug_100003066,Drug_28864,0.7734536871202009,0.2265463128797991
Drug_100003066,Drug_2913,0.6393857377501171,0.3606142622498829
Drug_100003066,Drug_2955,0.6812824250755443,0.31871757492445574
Drug_100003066,Drug_2995,0.6832259684922184,0.3167740315077816
Drug_100003066,Drug_3002977,0.6052290351405298,0.39477096485947016
Drug_100003066,Drug_3066,0.7738454986169824,0.22615450138301763
Drug_100003066,Drug_3083544,0.743617746792254,0.256382253207746
Drug_100003066,Drug_31100,0.7819078299650315,0.2180921700349685
Drug_100003066,Drug_3151,0.7316846785921356,0.2683153214078644
Drug_100003066,Drug_3155,0.6974423268866973,0.3025576731133027
Drug_100003066,Drug_3157,0.7167604385326797,0.2832395614673203
Drug_100003066,Drug_3158,0.6987891842481787,0.3012108157518213
Drug_100003066,Drug_3168,0.7321119250172224,0.26788807498277756
Drug_100003066,Drug_3306,0.607643077744771,0.392356922255229
Drug_100003066,Drug_3340,0.787583533465652,0.21241646653434798
Drug_100003066,Drug_3343,0.6910053035337054,0.3089946964662946
Drug_100003066,Drug_3345,0.750529298453079,0.24947070154692097
Drug_100003066,Drug_3372,0.7419192206362004,0.2580807793637996
Drug_100003066,Drug_3386,0.7150026866600377,0.28499731333996225
Drug_100003066,Drug_3410,0.7532748813636746,0.2467251186363254
Drug_100003066,Drug_3519,0.7146432524511971,0.2853567475488029
Drug_100003066,Drug_36811,0.6169442948459193,0.3830557051540807
Drug_100003066,Drug_3696,0.7254732680720166,0.2745267319279834
Drug_100003066,Drug_37464,0.6170099825953281,0.38299001740467187
Drug_100003066,Drug_3749,0.7456528298741685,0.2543471701258315
Drug_100003066,Drug_3779,0.7233692192851444,0.2766307807148556
Drug_100003066,Drug_3827,0.7387931680680699,0.26120683193193006
Drug_100003066,Drug_3869,0.7504313737465891,0.24956862625341092
Drug_100003066,Drug_3916,0.7552160379086754,0.24478396209132458
Drug_100003066,Drug_3954,0.7108552143132864,0.28914478568671365
Drug_100003066,Drug_3964,0.6197345456114627,0.3802654543885373
Drug_100003066,Drug_3981,0.7647814799992247,0.23521852000077526
Drug_100003066,Drug_39860,0.7410272506930402,0.2589727493069598
Drug_100003066,Drug_4011,0.7577660914058211,0.24223390859417893
Drug_100003066,Drug_4095,0.6204207238829678,0.37957927611703224
Drug_100003066,Drug_4140,0.7543386163898437,0.24566138361015633
Drug_100003066,Drug_4168,0.6694693827152961,0.3305306172847039
Drug_100003066,Drug_41693,0.7478432036079139,0.2521567963920861
Drug_100003066,Drug_4171,0.7726473068988964,0.22735269310110362
Drug_100003066,Drug_4184,0.6531406098324738,0.3468593901675262
Drug_100003066,Drug_4205,0.7028555597924809,0.29714444020751907
Drug_100003066,Drug_43008,0.7283252883786131,0.2716747116213869
Drug_100003066,Drug_439260,0.6500272228914783,0.3499727771085217
Drug_100003066,Drug_439302,0.760874258510889,0.23912574148911103
Drug_100003066,Drug_441277,0.7767785625422621,0.22322143745773793
Drug_100003066,Drug_4417,0.62832553790097,0.37167446209903
Drug_100003066,Drug_4436,0.7235108398959815,0.27648916010401847
Drug_100003066,Drug_443884,0.727870876053686,0.27212912394631406
Drug_100003066,Drug_4449,0.7349226230825433,0.2650773769174567
Drug_100003066,Drug_4543,0.6198610416318455,0.3801389583681545
Drug_100003066,Drug_4585,0.6788272854521252,0.32117271454787477
Drug_100003066,Drug_4631,0.7759570780697719,0.22404292193022812
Drug_100003066,Drug_4636,0.7526893065349175,0.2473106934650825
Drug_100003066,Drug_4639,0.7673052045542891,0.23269479544571092
Drug_100003066,Drug_4736,0.6791416502950782,0.3208583497049218
Drug_100003066,Drug_4747,0.6272247362490215,0.37277526375097847
Drug_100003066,Drug_4748,0.623785860342306,0.376214139657694
Drug_100003066,Drug_4768,0.7261935081599842,0.2738064918400158
Drug_100003066,Drug_47811,0.6878781725435953,0.3121218274564047
Drug_100003066,Drug_4828,0.7282855929368565,0.27171440706314354
Drug_100003066,Drug_4830,0.7460722286838949,0.2539277713161051
Drug_100003066,Drug_4850,0.7366228213819596,0.26337717861804044
Drug_100003066,Drug_4893,0.6453350843709413,0.35466491562905866
Drug_100003066,Drug_4917,0.7464400142052049,0.2535599857947951
Drug_100003066,Drug_4926,0.6843006285557208,0.3156993714442792
Drug_100003066,Drug_4927,0.635333288838328,0.36466671116167204
Drug_100003066,Drug_4946,0.757383721950544,0.24261627804945596
Drug_100003066,Drug_4976,0.7008449788699346,0.2991550211300654
Drug_100003066,Drug_5002,0.6897865430920751,0.3102134569079249
Drug_100003066,Drug_5039,0.641775575966399,0.358224424033601
Drug_100003066,Drug_5073,0.6998698413757025,0.3001301586242975
Drug_100003066,Drug_5078,0.7207750111586034,0.27922498884139657
Drug_100003066,Drug_5095,0.7536954462737572,0.24630455372624283
Drug_100003066,Drug_51263,0.7426544920394516,0.25734550796054845
Drug_100003066,Drug_5152,0.7367471714317195,0.2632528285682805
Drug_100003066,Drug_5280360,0.7084006702748149,0.2915993297251851
Drug_100003066,Drug_5280363,0.6393857002754237,0.36061429972457626
Drug_100003066,Drug_5280723,0.6670418453071298,0.33295815469287016
Drug_100003066,Drug_5281037,0.7489651686016617,0.25103483139833827
Drug_100003066,Drug_5282380,0.6516877184640137,0.34831228153598626
Drug_100003066,Drug_5282381,0.7437144437535185,0.2562855562464815
Drug_100003066,Drug_5282411,0.7364611121166442,0.2635388878833558
Drug_100003066,Drug_5284594,0.7664592823444193,0.2335407176555807
Drug_100003066,Drug_5284596,0.7152417453945208,0.2847582546054792
Drug_100003066,Drug_5284603,0.7245661062392506,0.27543389376074945
Drug_100003066,Drug_5284604,0.7286554607233986,0.2713445392766014
Drug_100003066,Drug_5288826,0.7503796918003951,0.2496203081996049
Drug_100003066,Drug_5311065,0.7672759584460059,0.23272404155399407
Drug_100003066,Drug_5311068,0.7005070250936422,0.29949297490635785
Drug_100003066,Drug_5311181,0.6456053212693693,0.3543946787306307
Drug_100003066,Drug_5311507,0.7369437040771749,0.2630562959228251
Drug_100003066,Drug_5355,0.6583181522155543,0.34168184778444566
Drug_100003066,Drug_5357,0.7497386531506273,0.25026134684937273
Drug_100003066,Drug_5358,0.7123104844792799,0.2876895155207201
Drug_100003066,Drug_5359272,0.7759263868424865,0.2240736131575135
Drug_100003066,Drug_5360515,0.7102440376491295,0.28975596235087053
Drug_100003066,Drug_5362436,0.7241206775978974,0.27587932240210256
Drug_100003066,Drug_5378,0.7439706122874424,0.25602938771255757
Drug_100003066,Drug_5401,0.7409095105564603,0.25909048944353974
Drug_100003066,Drug_5419,0.6465878661689046,0.3534121338310954
Drug_100003066,Drug_54384,0.7855021152710783,0.21449788472892173
Drug_100003066,Drug_5452,0.6892495058485743,0.31075049415142575
Drug_100003066,Drug_5454,0.7191013552586072,0.2808986447413928
Drug_100003066,Drug_5467,0.7625592503292248,0.23744074967077522
Drug_100003066,Drug_5487,0.7616793987853814,0.23832060121461862
Drug_100003066,Drug_5524,0.7649889929264473,0.2350110070735527
Drug_100003066,Drug_5533,0.7431649685286308,0.2568350314713692
Drug_100003066,Drug_5656,0.7006765017681531,0.2993234982318469
Drug_100003066,Drug_5702160,0.7457984940265522,0.2542015059734478
Drug_100003066,Drug_5709,0.7441646431783416,0.25583535682165837
Drug_100003066,Drug_5736,0.6110072163241674,0.38899278367583257
Drug_100003066,Drug_5775,0.7474867027875333,0.25251329721246674
Drug_100003066,Drug_5815,0.6437668085414445,0.3562331914585555
Drug_100003066,Drug_5825,0.7405566619048932,0.2594433380951068
Drug_100003066,Drug_59226,0.7074325034180065,0.29256749658199355
Drug_100003066,Drug_5959,0.7635475806448361,0.23645241935516392
Drug_100003066,Drug_6005,0.7309487926691282,0.26905120733087184
Drug_100003066,Drug_60795,0.6589077940603223,0.3410922059396777
Drug_100003066,Drug_60846,0.7555035959003726,0.24449640409962736
Drug_100003066,Drug_60853,0.6381646181997336,0.3618353818002664
Drug_100003066,Drug_638678,0.7232938763063275,0.27670612369367253
Drug_100003066,Drug_65014,0.6850225734178134,0.31497742658218664
Drug_100003066,Drug_657180,0.7407360626131609,0.25926393738683906
Drug_100003066,Drug_657237,0.7640976513325257,0.23590234866747428
Drug_100003066,Drug_65999,0.6906978968163942,0.30930210318360585
Drug_100003066,Drug_6918313,0.6766137295922353,0.3233862704077647
Drug_100003066,Drug_6918554,0.7366308325761945,0.26336916742380545
Drug_100003066,Drug_71301,0.6257440992291666,0.37425590077083337
Drug_100003066,Drug_71348,0.764530488077056,0.23546951192294396
Drug_100003066,Drug_71360,0.7983394505123905,0.20166054948760948
Drug_100003066,Drug_77993,0.6564044583636516,0.3435955416363484
Drug_100003066,Drug_8223,0.7955338834213564,0.20446611657864355
Drug_100003066,Drug_8226,0.7677902841885819,0.23220971581141814
Drug_100003066,Drug_8230,0.7169187259466993,0.28308127405330075
Drug_100003066,Drug_838,0.7111436465542602,0.2888563534457398
Drug_100003066,Drug_941651,0.6548627236565151,0.3451372763434849
Drug_100003066,Drug_951,0.725740458571648,0.27425954142835196
Drug_100003066,Drug_9681,0.670479595453841,0.32952040454615905
Drug_100003066,Drug_9825285,0.7796274450049846,0.2203725549950154
Drug_100003066,Drug_9833444,0.7193805362396923,0.28061946376030766
Drug_100003066,Drug_9880,0.6581709629845222,0.34182903701547784
Drug_100003075,Drug_100003355,0.6296666441541435,0.37033335584585647
Drug_100003075,Drug_100003784,0.7666258206746093,0.23337417932539073
Drug_100003075,Drug_100004485,0.7438769468397501,0.25612305316024986
Drug_100003075,Drug_100005070,0.6035001750376572,0.3964998249623428
Drug_100003075,Drug_100219078,0.6123698499795713,0.38763015002042867
Drug_100003075,Drug_2162,0.6786341584938562,0.3213658415061438
Drug_100003075,Drug_219078,0.632438307766699,0.36756169223330104
Drug_100003075,Drug_3784,0.740808072054114,0.25919192794588597
Drug_100003075,Drug_39186,0.8238995288512225,0.17610047114877747
Drug_100003075,Drug_4485,0.7224600472866013,0.2775399527133987
Drug_100003075,Drug_5070,0.7308284593214719,0.2691715406785281
Drug_100003100,Drug_100003219,0.7294300244976288,0.27056997550237116
Drug_100003100,Drug_100003348,0.699484974987982,0.300515025012018
Drug_100003100,Drug_100003494,0.65081942207135,0.34918057792865
Drug_100003100,Drug_100003658,0.6963367704741156,0.3036632295258844
Drug_100003100,Drug_100003746,0.624754912691859,0.375245087308141
Drug_100003100,Drug_100004034,0.6713492244044829,0.32865077559551714
Drug_100003100,Drug_100004057,0.7053775215925377,0.29462247840746225
Drug_100003100,Drug_100004120,0.6083105668185875,0.39168943318141247
Drug_100003100,Drug_100004746,0.6048038791288732,0.39519612087112677
Drug_100003100,Drug_100004992,0.601323331928912,0.39867666807108804
Drug_100003100,Drug_100005184,0.6319503134736761,0.36804968652632386
Drug_100003100,Drug_100005512,0.6945315025569226,0.30546849744307736
